Image_Name,Area_mm2,Perimeter_mm,Diameter_mm,Target
Huh7_Lx2_scr_DMSO_28.09.23_4x_14.tif,0.8681944444444446,3.597865045865377,1.1403558349609375,
Huh7_Lx2_scr_DMSO_28.09.23_4x_14.tif,0.02006666666666667,0.5738884015878042,0.19269363403320314,
Huh7_Lx2_scr_DMSO_28.09.23_4x_14.tif,6.247550000000001,30.692641703287762,5.312713216145833,
Huh7_Lx2_scr_DMSO_28.09.23_4x_15.tif,0.003205555555555556,0.21232828021049502,0.0667376200358073,
Huh7_Lx2_scr_DMSO_28.09.23_4x_15.tif,0.027488888888888896,0.6267479503154755,0.20341944376627605,
Huh7_Lx2_scr_DMSO_28.09.23_4x_15.tif,0.8262333333333335,3.5301933308442437,1.0882546997070313,
Huh7_Lx2_scr_DMSO_28.09.23_4x_15.tif,0.0016888888888888893,0.25199326237042746,0.06550789515177409,
Huh7_Lx2_scr_DMSO_28.09.23_4x_15.tif,6.192344444444446,31.79018161614736,5.312713216145833,
Huh7_Lx2_scr_DMSO_28.09.23_4x_17.tif,0.01132777777777778,0.5569848426183065,0.15294092814127605,
Huh7_Lx2_scr_DMSO_28.09.23_4x_17.tif,0.001166666666666667,0.2936108668645223,0.09006237665812175,
Huh7_Lx2_scr_DMSO_28.09.23_4x_17.tif,0.6901500000000002,3.2967212299505873,0.9877368164062501,
Huh7_Lx2_scr_DMSO_28.09.23_4x_17.tif,0.002027777777777778,0.48546536405881247,0.10198105494181316,
Huh7_Lx2_scr_DMSO_28.09.23_4x_17.tif,0.3084444444444445,7.112332305510839,1.1928357950846356,
Huh7_Lx2_scr_DMSO_28.09.23_4x_17.tif,6.032833333333334,30.232158031463626,5.312713216145833,
Huh7_Lx2_scr_DMSO_28.09.23_4x_16.tif,0.0021500000000000004,0.2311844607194265,0.07614789326985677,
Huh7_Lx2_scr_DMSO_28.09.23_4x_16.tif,0.0014333333333333336,0.20761423548062644,0.060141131083170575,
Huh7_Lx2_scr_DMSO_28.09.23_4x_16.tif,0.8314555555555557,3.5731510011355083,1.1205504353841147,
Huh7_Lx2_scr_DMSO_28.09.23_4x_16.tif,0.0012000000000000003,0.15266329844792684,0.0529041067759196,
Huh7_Lx2_scr_DMSO_28.09.23_4x_16.tif,0.0011444444444444447,0.29475468675295513,0.10088563919067384,
Huh7_Lx2_scr_DMSO_28.09.23_4x_16.tif,6.18628888888889,38.43667985995611,5.312713216145833,
Huh7_Lx2_scr_DMSO_28.09.23_4x_13.tif,0.8413055555555558,3.554907371600469,1.0977195231119792,
Huh7_Lx2_scr_DMSO_28.09.23_4x_13.tif,0.017194444444444446,0.7006938346227011,0.19426425933837893,
Huh7_Lx2_scr_DMSO_28.09.23_4x_13.tif,6.26293888888889,30.602773510615034,5.312713216145833,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,0.0023500000000000005,0.33603727300961816,0.087340513865153,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,0.3464333333333334,4.973347243070603,1.3886250813802083,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,0.10413333333333336,1.8593775661786398,0.43847707112630213,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,0.0032888888888888894,0.5085618050893148,0.16499224344889324,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,0.003055555555555556,0.2864704159895579,0.09597520192464193,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,0.0012888888888888891,0.1432352077960968,0.04817680676778158,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,0.002294444444444445,0.3893706079324087,0.10089307149251303,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,0.9229944444444447,4.150413381656011,1.214251200358073,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,0.5039666666666668,8.416122585932415,1.6263292439778647,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,0.0014111111111111115,0.41475468715031943,0.1583953857421875,
Huh7_Lx2_scr_DMSO_28.09.23_4x_20.tif,5.1407444444444454,21.094614088137945,4.260565592447917,
Huh7_Lx2_scr_DMSO_28.09.23_4x_18.tif,0.002166666666666667,0.21313708225886027,0.07923309326171875,
Huh7_Lx2_scr_DMSO_28.09.23_4x_18.tif,0.01062777777777778,0.49374963442484543,0.14611192067464193,
Huh7_Lx2_scr_DMSO_28.09.23_4x_18.tif,0.7490555555555557,3.3968599975109104,1.0702975463867188,
